index_id,battery,camera,display,memory,name_a,price,processor,rating,reviews,warranty
248,4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi Note 8 (Moonlight White, 128 GB)",13159,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,942 Reviews,
249,4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Redmi Note 8 (Moonlight White, 64 GB)",11199,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"1,243 Reviews",
250,4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo S1 (Skyline Blue, 128 GB)",19990,Helio P65 (MT6768) Processor,4.4,176 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
251,3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X (Polar White, 128 GB)",20999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"5,073 Reviews",In-display Fingerprint Sensor
252,3765 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Realme X (Polar White, 128 GB)",17999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"13,219 Reviews",In-display Fingerprint Sensor
253,4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 6 Pro (Black, 64 GB)",12987,Qualcomm Snapdragon 636 Processor,4.5,"53,615 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
254,4000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO Reno4 Pro (Starry Night, 128 GB)",34990,Qualcomm Snapdragon 720G Octa Core Processor,4.7,38 Reviews,65W SuperVOOC 2.0
255,4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"iQOO 3 (Quantum Silver, 128 GB)",34990,Qualcomm Snapdragon 865 Processor,4.5,"1,169 Reviews","In-Display Fingerprint Sensor, Monster Touch Buttons"
256,4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"iQOO 3 (Volcano Orange, 256 GB)",37990,Qualcomm Snapdragon 865 Processor,4.5,"1,169 Reviews","In-Display Fingerprint Sensor, Monster Touch Buttons"
257,6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M21 (Midnight Blue, 64 GB)",15999, Exynos 9611-Octa Core processor Processor,4.3,39 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
258,6000 mAh Battery,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M31 (Space Black, 64 GB)",18934,Samsung Exynos 9 Octa 9611 Processor,4.4,78 Reviews,1 year
259,4025 mAh Battery,64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno3 Pro (Midnight Black, 256 GB)",29990,MediaTek Helio P95 Processor,4.4,216 Reviews,Ultra Steady Video 2.0 and Video Bokeh
260,4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Realme X2 Pro (Lunar White, 64 GB)",29999,Qualcomm Snapdragon 855 Plus Processor,4.5,154 Reviews,90 Hz Ultra Smooth Display
261,4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,12 GB RAM | 256 GB ROM,"Realme X2 Pro (Red Brick, 256 GB)",36999,Qualcomm Snapdragon 855 Plus Processor,4.6,955 Reviews,90 Hz Ultra Smooth Display
262,4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,12 GB RAM | 256 GB ROM,"Realme X2 Pro (Lunar White, 256 GB)",35999,Qualcomm Snapdragon 855 Plus Processor,4.6,955 Reviews,90 Hz Ultra Smooth Display
263,6000 mAh Battery,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M31 (Ocean Blue, 64 GB)",18918,Samsung Exynos 9 Octa 9611 Processor,4.4,78 Reviews,1 year
264,4230 mAh Li-polymer Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A11K (Flowing Silver, 32 GB)",8990,MT6765V/CB Octa Core Processor,4.2,220 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
265,4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 8 Pro (Electric Blue, 64 GB)",15999,MediaTek Helio G90T Processor,4.4,"5,309 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories"
266,3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,8 GB RAM | 256 GB ROM,"OnePlus 7T (Glacier Blue, 256 GB)",38899,Qualcomm® Snapdragon™ 855 Plus Processor,4.6,721 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
267,4065 mAh Battery,48MP + 13MP + 8MP | 16MP Front Camera,16.76 cm (6.6 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno 10x Zoom (Ocean Green, 256 GB)",41990,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,4.5,127 Reviews,In-display Fingerprint Sensor
268,4000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO Reno4 Pro Special Edition (Starry Night, 128 GB)",34990,Qualcomm Snapdragon 720G Octa Core Processor,4.4,16 Reviews,65W SuperVOOC 2.0
269,4315 mAh Lithium-ion Battery,48MP + 13MP + 8MP + 8MP | 32MP Front Camera,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,8 GB RAM | 256 GB ROM,"Vivo X50 Pro (Alpha Grey, 256 GB)",49990,Qualcomm Snapdragon 765G Processor,4.4,64 Reviews,5G Phone
270,4000 mAh Li-polymer Battery,48MP + 5MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F11 Pro (Thunder Black, 128 GB)",16990,MediaTek Helio P70 Octa Core 2.1 GHz Processor,4.4,"11,506 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
271,4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Realme X2 Pro (Neptune Blue, 64 GB)",29999,Qualcomm Snapdragon 855 Plus Processor,4.5,154 Reviews,90 Hz Ultra Smooth Display
272,3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Dark Grey, 64 GB)",11990,Qualcomm Snapdragon 625 Processor,4.4,"1,867 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
273,2600 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) quarter HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy J2 Core (Black, 16 GB)",6299,Qualcomm MSM8917 Processor,4.2,731 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
274,4000 mAh Lithium Polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Honor 9X (Midnight Black, 128 GB)",15999,Kirin 710F Processor,4.3,"1,707 Reviews",Pop Up AI Selfie camera with Full View Display
275,5000 mAh Lithium-ion Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A21s (Black, 64 GB)",17499,Exynos 850 Octa Core Processor,4.2,174 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
276,4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Redmi K20 Pro (Carbon Black, 256 GB)",29999,Qualcomm Snapdragon 855 Processor,4.5,"1,884 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
277,4200 mAh Lithium-ion Battery,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,8 GB RAM | 128 GB ROM,"Vivo X50 (Glaze Black, 128 GB)",34990,Qualcomm Snapdragon 730 Processor,4.4,24 Reviews,33W Vivo FlashCharge 2.0
278,3800 mAh Battery,48 MP + 12 MP + 16 MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,8 GB RAM | 128 GB ROM,"OnePlus 7T (Glacier Blue, 128 GB)",36599,Qualcomm® Snapdragon™ 855 Plus Processor,4.6,721 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
279,6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M21 (Raven Black, 64 GB)",15798, Exynos 9611-Octa Core processor Processor,4.3,39 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
280,5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M11 (Metallic Blue, 32 GB)",12490,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4.2,444 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
281,4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 6 Pro (Red, 64 GB)",11999,Qualcomm Snapdragon 636 Processor,4.5,"10,831 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
282,4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S10 Lite (Prism Black, 128 GB)",42999,Qualcomm Snapdragon 855 (SM8150) Processor,4.5,"2,616 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
283,3000 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.46 cm (5.3 inch) Full HD+ Display,1 GB RAM | 16 GB ROM | Expandable Upto 512 GB,"Samsung M01 core (Black, 16 GB)",6385,MediaTek | MT6739WW quad core  Processor,4.5,1 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
284,4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)",25999,Exynos 9611 Processor,4.4,44 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
285,4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 6 Pro (Red, 64 GB)",13885,Qualcomm Snapdragon 636 Processor,4.5,"53,615 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
286,6000 mAh Battery,48MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) Display,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M30S (Black, 128 GB)",17958,1 Year Manufacturer Warranty,4.3,299 Reviews,
287,4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"POCO X2 (Matrix Purple, 256 GB)",21499,Qualcomm Snapdragon 730G Processor,4.5,"5,322 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
288,4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Redmi Note 8 (Space Black, 64 GB)",10900,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"1,243 Reviews",
289,5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,16.26 cm (6.4 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M11 (Violet, 32 GB)",12399,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,4.2,444 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
290,4000 mAh Lithium-ion Battery,13MP + 2MP | 5MP Front Camera,14.48 cm (5.7 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M01 (Blue, 32 GB)",9588,Qualcomm Snapdragon (SDM439) Octa Core Processor,4.2,434 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
291,4200 mAh Battery,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X3 SuperZoom (Arctic White, 128 GB)",27999,Qualcomm Snapdragon 855+ Processor,4.3,139 Reviews,120 Hz Smooth Display
292,4440 mAh Li-ion Battery,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,16.36 cm (6.44 inch) Full HD+ Display,12 GB RAM | 256 GB ROM,"iQOO 3 (5G) (Tornado Black, 256 GB)",44990,Qualcomm Snapdragon 865 Processor,4.4,188 Reviews,"In-Display Fingerprint Sensor, Monster Touch Buttons"
293,4000 mAh Battery,48 MP + 8 MP + 16 MP | 16MP Front Camera,16.94 cm (6.67 inch) Display,6 GB RAM | 128 GB ROM,"OnePlus 7 Pro (Mirror Grey, 128 GB)",40199,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.6,24 Reviews,
294,4000 mAh Battery,48 MP + 8 MP + 16 MP | 16MP Front Camera,16.94 cm (6.67 inch) Display,8 GB RAM | 256 GB ROM,"OnePlus 7 Pro (Almond, 256 GB)",44399,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.5,114 Reviews,
295,4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S10 Lite (Prism Blue, 128 GB)",42999,Qualcomm Snapdragon 855 (SM8150) Processor,4.5,"2,616 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
296,4300 mAh Battery,48MP + 2MP + 16MP,16.64 cm (6.55 inch) Display,12 GB RAM | 256 GB ROM,"OnePlus 8 (Glacial Green, 256 GB)",49999,Qualcomm Snapdragon 865 Processor,4.5,17 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
297,5000 mAh Lithium-ion Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A21s (Blue, 64 GB)",17499,Exynos 850 Octa Core Processor,4.2,174 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
298,3000 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) FWVGA Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Panasonic ELUGA I6 (Black, 16 GB)",6499,MediaTek Processor,3.8,599 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
299,4000 mAh Battery,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.26 cm (6.4 inch) Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme XT (Pearl Blue, 64 GB)",16999,Qualcomm 712 Processor,4.5,"12,138 Reviews",FHD+ Super AMOLED Display
300,4000 mAh Battery,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme XT (Pearl Blue, 128 GB)",19999,Qualcomm 712 Processor,4.5,"8,761 Reviews",FHD+ Super AMOLED Display
301,5000 mAh Lithium-ion Battery,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A31 (Prism Crush White, 128 GB)",20999,MediaTek (MT6768) Octa Core Processor,4.3,360 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
302,4000 mAh Li-polymer Battery,12MP + 5MP | 20MP + 2MP Dual Front Camera,15.9 cm (6.26 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 6 Pro (Blue, 64 GB)",13760,Qualcomm Snapdragon 636 Processor,4.5,"53,615 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
303,4200 mAh Battery,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X3 SuperZoom (Glacier Blue, 128 GB)",27999,Qualcomm Snapdragon 855+ Processor,4.3,139 Reviews,120 Hz Smooth Display
304,4000 mAh Lithium Polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Honor 9X (Sapphire Blue, 128 GB)",15999,Kirin 710F Processor,4.3,"1,707 Reviews",Pop Up AI Selfie camera with Full View Display
305,4000 mAh Lithium Polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Honor 9X (Sapphire Blue, 128 GB)",16999,Kirin 710F Processor,4.4,139 Reviews,Pop Up AI Selfie camera with Full View Display
306,4020 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F11 (Jewelry White, 128 GB)",17990,MTK MT6771V (P70) Processor,4.4,341 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
307,4500 mAh Lithium-ion Battery,12MP + 12MP + 12MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy Note10 Lite (Aura Black, 128 GB)",39999,Exynos 9810 Processor,4.4,141 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
308,4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi Note 8 (Space Black, 128 GB)",12999,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,942 Reviews,
309,6000 mAh Battery,48MP + 13MP | 24MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Asus ROG Phone II (Black, 128 GB)",39999,Qualcomm Snapdragon 855 Plus Processor,4.6,"1,918 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
310,5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Infinix Hot 8 (Quetzal Cyan, 64 GB)",8499,Helio P22 (MTK6762) Processor,4.5,"35,099 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
311,4030 mAh Battery,48MP + 8MP + 2MP | 32MP Front Camera,15.44 cm (6.08 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Mi A3 (More Than White, 128 GB)",17495,Qualcomm Snapdragon 665 Processor,4.2,"1,136 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
312,4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"POCO X2 (Phoenix Red, 64 GB)",17499,Qualcomm Snapdragon 730G Processor,4.5,"17,578 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
313,4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",25999,Exynos 9611 Processor,4.4,44 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
314,4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"POCO F1 (Steel Blue, 256 GB)",22999,Qualcomm Snapdragon 845 Processor,4.5,"3,102 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
315,5020 mAh Battery,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)",16998,Qualcomm Snapdragon 720G Processor,4.3,23 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
316,5000 mAh Li-ion Battery,13MP + 8MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo U10 (Electric Blue, 64 GB)",11490,Qualcomm Snapdragon 665 AIE Processor,4.4,"2,599 Reviews",18 W Fast Charging
317,5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.56 cm (6.52 inch) HD Display,8 GB RAM | 128 GB ROM,"OPPO A9 2020 (Vanilla Mint, 128 GB)",14990,Qualcomm SM6125 Processor,4.3,"1,633 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
318,4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",30999,Qualcomm SM7150 Processor,4.4,206 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
319,4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Redmi K20 Pro (Flame Red, 256 GB)",29999,Qualcomm Snapdragon 855 Processor,4.5,"1,884 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
320,4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A10s (Blue, 32 GB)",11000,MediaTek MT6762 Processor,4.3,111 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
321,4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Panasonic Eluga I8 (Charcoal Black, 32 GB)",8440,Meditek Processor,3.8,70 Reviews,Domestic
322,3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Mi A2 (Red, 128 GB)",13999,Qualcomm Snapdragon 660 AIE Processor,4.1,250 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
323,5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Infinix Hot 8 (Cosmic Purple, 64 GB)",8499,Helio P22 (MTK6762) Processor,4.5,"35,099 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
324,5000 mAh Li-ion Polymer Battery,13MP + 2MP + Low Light Sensor | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Infinix Hot 8 (Shark Grey, 64 GB)",8499,Helio P22 (MTK6762) Processor,4.5,"35,099 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
325,4500 mAh Lithium Polymer Battery,16MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo S1 (Diamond Black, 128 GB)",16990,Helio P65 (MT6768) Processor,4.5,732 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
326,5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A (Ocean Blue, 32 GB)",6999,Qualcomm Snapdragon 439 Processor,4.4,"10,773 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
